label,municipality_name,lat,lon,osn_user_count,rsn_population,location_x,location_y
GM0196,Rijnwaarden,51.881308397566265,6.085282310303443,3520,11080,203064.8940700085,432761.36481161386
GM1672,Rijnwoude,52.10565479687633,4.586041486516663,5912,18546,100113.09557126566,457793.49948662886
GM1742,Rijssen-holten,52.29136416242518,6.4339367226580455,13389,37087,226411.8545977483,478668.7088053423
GM0603,Rijswijk,52.03618254339106,4.325959824414354,12858,46684,82182.92781797049,450293.243566433
GM1669,Roerdalen,51.14569258868253,6.0410358687385814,5992,21301,200752.9237110146,350896.55627293774
GM0957,Roermond,51.201148246056945,6.01149166441904,19907,55133,198632.8249100996,357047.74409629544
GM1674,Roosendaal,51.51316329598381,4.42452646753493,25821,77553,88175.84158103447,392014.26337092055
GM0599,Rotterdam,51.92528798050286,4.329083642122445,271818,593146,82217.56655943442,437953.19478772936
GM0600,Rozenburg,51.915462302208255,4.231828911093717,4506,12458,75510.92340207189,436961.9933771501
GM0277,Rozendaal,52.042514809626425,5.96784247878804,430,1495,194835.5556087834,450625.1700466533
GM0840,Rucphen,51.52270949169837,4.5584577364101575,7280,22488,97484.47078178712,392961.9922607606
GM0441,Schagen,52.78698524954734,4.795637565051452,7425,18739,115091.2292963413,533463.5191867263
GM0458,Schermer,52.60114989354121,4.82423345731485,1507,5360,116859.368283121,512770.088458955
GM0279,Scherpenzeel,52.08928654803825,5.500225542358506,2663,9320,162746.00141061284,455675.6160464704
GM0606,Schiedam,51.92687309124107,4.385296967688478,27790,75514,86086.44120121007,438074.7380239909
GM0088,Schiermonnikoog,53.48951733824053,6.216683628521043,466,941,210058.390825404,611800.8976369794
GM0844,Schijndel,51.622121609141885,5.436530244028413,7954,22989,158416.0153665288,403696.02416960057
GM0962,Schinnen,50.95049958180013,5.887708744479767,4169,13499,190172.5380594069,329096.95622184826
GM0608,Schoonhoven,51.95114798198484,4.849796042472389,4054,11982,118055.22869829972,440437.1028865993
GM1676,Schouwen-duiveland,51.687364194151215,3.9006136126223843,10345,34101,52206.80047735389,412002.8460669496
GM0965,Simpelveld,50.8288712387632,5.9866752053013945,3341,10987,197238.02557400687,315618.4420528341
GM1702,Sint anthonis,51.617347145042665,5.8420625902758205,3244,11843,186502.34239092597,403262.1459134183
GM0845,Sint-michielsgestel,51.65728244407037,5.378050177609682,6834,28134,154366.7488132852,407606.6396982162
GM0846,Sint-oedenrode,51.56366038848575,5.468853349254964,5279,17686,160661.69863133453,397194.09683596686
GM1883,Sittard-geleen,51.00487327397998,5.828248101844091,35878,95105,185957.5792168924,335119.03509299905
GM0051,Skarsterlân,52.954218916923296,5.793581829596394,9629,27291,182310.53721723048,551986.6403610073
GM0610,Sliedrecht,51.83065335720205,4.772951448906952,7826,24048,112659.26297108828,427073.5487381479
GM0040,Slochteren,53.23579096183736,6.784500126840022,5491,15559,248294.2288907808,584149.7849514916
GM1714,Sluis,51.32858157511206,3.515328726736967,6416,24085,24543.93058828807,372711.3796501495
GM0090,Smallingerland,53.11339847885014,6.038986850807816,22340,55264,198642.6564885482,569821.1384271147
GM0091,Sneek,53.03385281145828,5.678741289979255,14953,33440,174556.85981019298,560811.0809909783
GM0342,Soest,52.156157960522926,5.296287913610881,14595,45679,148778.40379378683,463113.548700817
GM0847,Someren,51.37871350173856,5.691411667117132,6104,18230,176179.62969019954,376659.5374183309
GM0848,Son en breugel,51.51632968944528,5.482429925360928,4950,15544,161609.9837237737,391929.6161418316
GM0612,Spijkenisse,51.83858071968068,4.342508334986919,32176,72315,83002.31525058663,428293.8410822233
